episode,score,best,eval_avg,eval_best,cleared,steps,epsilon,buffer,loss,phase,death_cause,sps,timestamp
499,73.1,479.2,520.3,7150.0,4,235,0.3446,103486,0.06062,4-birds,cactus_small,115.0,2026-06-12T19:59:56
500,193.1,479.2,520.3,7150.0,16,587,0.3409,104073,0.06137,4-birds,cactus_large,305.0,2026-06-12T19:59:58
501,48.3,479.2,520.3,7150.0,1,157,0.3399,104230,0.06495,4-birds,cactus_small,304.0,2026-06-12T19:59:59
502,81.5,479.2,520.3,7150.0,6,261,0.3382,104491,0.05904,4-birds,cactus_small,306.0,2026-06-12T19:59:59
503,304.1,479.2,520.3,7150.0,25,884,0.3326,105375,0.06035,4-birds,cactus_small,295.0,2026-06-12T20:00:02
504,520.4,520.4,520.3,7150.0,44,1406,0.3237,106781,0.05966,4-birds,cactus_small,304.0,2026-06-12T20:00:07
505,41.7,520.4,520.3,7150.0,0,136,0.3229,106917,0.05843,4-birds,cactus_large,313.0,2026-06-12T20:00:07
506,111.8,520.4,520.3,7150.0,7,352,0.3206,107269,0.05718,4-birds,cactus_small,316.0,2026-06-12T20:00:09
507,96.6,520.4,520.3,7150.0,6,307,0.3187,107576,0.06069,4-birds,cactus_large,308.0,2026-06-12T20:00:10
508,64.6,520.4,520.3,7150.0,3,208,0.3174,107784,0.05863,4-birds,cactus_large,307.0,2026-06-12T20:00:10
509,172.0,520.4,520.3,7150.0,14,527,0.314,108311,0.0594,4-birds,cactus_small,310.0,2026-06-12T20:00:12
510,504.4,520.4,520.3,7150.0,40,1369,0.3054,109680,0.05893,4-birds,bird_high,310.0,2026-06-12T20:00:16
511,93.5,520.4,520.3,7150.0,6,297,0.3035,109977,0.0622,4-birds,cactus_small,313.0,2026-06-12T20:00:17
512,123.9,520.4,520.3,7150.0,10,388,0.301,110365,0.06233,4-birds,cactus_large,312.0,2026-06-12T20:00:19
513,181.0,520.4,520.3,7150.0,17,553,0.2975,110918,0.05935,4-birds,cactus_small,312.0,2026-06-12T20:00:20
514,41.4,520.4,520.3,7150.0,0,135,0.2967,111053,0.06028,4-birds,cactus_large,305.0,2026-06-12T20:00:21
515,328.5,520.4,520.3,7150.0,26,946,0.2907,111999,0.05869,4-birds,cactus_large,309.0,2026-06-12T20:00:24
516,129.4,520.4,520.3,7150.0,9,404,0.2881,112403,0.05943,4-birds,cactus_large,307.0,2026-06-12T20:00:25
517,169.7,520.4,520.3,7150.0,15,521,0.2848,112924,0.05709,4-birds,cactus_small,301.0,2026-06-12T20:00:27
518,97.3,520.4,520.3,7150.0,6,309,0.2829,113233,0.0622,4-birds,cactus_small,306.0,2026-06-12T20:00:28
519,149.1,520.4,520.3,7150.0,12,462,0.2799,113695,0.05913,4-birds,cactus_small,301.0,2026-06-12T20:00:29
520,77.3,520.4,520.3,7150.0,4,248,0.2784,113943,0.05812,4-birds,cactus_large,304.0,2026-06-12T20:00:30
521,703.2,703.2,520.3,7150.0,56,1803,0.2669,115746,0.05769,4-birds,bird_mid,311.0,2026-06-12T20:00:36
522,48.8,703.2,520.3,7150.0,1,159,0.2659,115905,0.05667,4-birds,cactus_small,308.0,2026-06-12T20:00:37
523,102.4,703.2,520.3,7150.0,8,324,0.2639,116229,0.05638,4-birds,cactus_large,313.0,2026-06-12T20:00:38
524,151.7,703.2,520.3,7150.0,12,469,0.2609,116698,0.0595,4-birds,cactus_large,315.0,2026-06-12T20:00:39
525,49.3,703.2,520.3,7150.0,1,160,0.2599,116858,0.05378,4-birds,cactus_small,316.0,2026-06-12T20:00:40
526,177.1,703.2,520.3,7150.0,16,542,0.2565,117400,0.05934,4-birds,cactus_large,310.0,2026-06-12T20:00:41
527,41.7,703.2,520.3,7150.0,0,136,0.2556,117536,0.05873,4-birds,cactus_large,290.0,2026-06-12T20:00:42
528,167.7,703.2,520.3,7150.0,13,515,0.2523,118051,0.05689,4-birds,cactus_large,309.0,2026-06-12T20:00:43
529,328.9,703.2,520.3,7150.0,28,947,0.2463,118998,0.05585,4-birds,cactus_large,293.0,2026-06-12T20:00:47
530,115.5,703.2,520.3,7150.0,8,363,0.244,119361,0.05703,4-birds,cactus_large,278.0,2026-06-12T20:00:48
531,174.4,703.2,520.3,7150.0,13,534,0.2407,119895,0.05658,4-birds,cactus_large,309.0,2026-06-12T20:00:50
532,398.9,703.2,520.3,7150.0,33,1121,0.2336,121016,0.05483,4-birds,cactus_small,291.0,2026-06-12T20:00:54
533,40.5,703.2,520.3,7150.0,0,132,0.2327,121148,0.05878,4-birds,cactus_small,308.0,2026-06-12T20:00:54
534,40.5,703.2,520.3,7150.0,0,132,0.2319,121280,0.05654,4-birds,cactus_small,299.0,2026-06-12T20:00:54
535,96.0,703.2,520.3,7150.0,6,305,0.23,121585,0.05609,4-birds,cactus_large,308.0,2026-06-12T20:00:55
536,263.3,703.2,520.3,7150.0,22,777,0.225,122362,0.05378,4-birds,cactus_large,309.0,2026-06-12T20:00:58
537,42.3,703.2,520.3,7150.0,0,138,0.2242,122500,0.0605,4-birds,cactus_small,294.0,2026-06-12T20:00:58
538,351.2,703.2,520.3,7150.0,30,1003,0.2178,123503,0.05646,4-birds,cactus_small,286.0,2026-06-12T20:01:02
539,179.0,703.2,520.3,7150.0,15,547,0.2144,124050,0.05297,4-birds,cactus_large,290.0,2026-06-12T20:01:04
540,40.3,703.2,520.3,7150.0,0,132,0.2135,124182,0.0544,4-birds,cactus_small,290.0,2026-06-12T20:01:04
541,518.4,703.2,520.3,7150.0,41,1401,0.2046,125583,0.0532,4-birds,bird_high,292.0,2026-06-12T20:01:09
542,41.6,703.2,520.3,7150.0,0,136,0.2038,125719,0.0527,4-birds,cactus_small,280.0,2026-06-12T20:01:10
543,464.6,703.2,520.3,7150.0,36,1277,0.1957,126996,0.05333,4-birds,cactus_large,304.0,2026-06-12T20:01:14
544,101.8,703.2,520.3,7150.0,6,322,0.1937,127318,0.05171,4-birds,cactus_large,304.0,2026-06-12T20:01:15
545,61.8,703.2,520.3,7150.0,2,200,0.1924,127518,0.05523,4-birds,cactus_large,294.0,2026-06-12T20:01:15
546,41.7,703.2,520.3,7150.0,0,136,0.1915,127654,0.05216,4-birds,cactus_small,288.0,2026-06-12T20:01:16
547,500.7,703.2,520.3,7150.0,41,1361,0.1829,129015,0.05159,4-birds,bird_high,290.0,2026-06-12T20:01:21
548,245.8,703.2,520.3,7150.0,21,731,0.1783,129746,0.05293,4-birds,cactus_large,307.0,2026-06-12T20:01:23
549,404.3,703.2,520.3,7150.0,34,1134,0.1711,130880,0.05131,4-birds,cactus_small,226.0,2026-06-12T20:01:28
550,403.6,703.2,520.3,7150.0,34,1132,0.1639,132012,0.0523,4-birds,cactus_large,304.0,2026-06-12T20:01:32
551,171.3,703.2,520.3,7150.0,15,525,0.1606,132537,0.05123,4-birds,cactus_small,304.0,2026-06-12T20:01:33
552,473.6,703.2,520.3,7150.0,37,1298,0.1524,133835,0.05185,4-birds,bird_high,300.0,2026-06-12T20:01:38
553,392.7,703.2,520.3,7150.0,35,1106,0.1454,134941,0.04864,4-birds,cactus_large,296.0,2026-06-12T20:01:42
554,210.3,703.2,520.3,7150.0,17,634,0.1414,135575,0.05114,4-birds,cactus_small,288.0,2026-06-12T20:01:44
555,488.7,703.2,520.3,7150.0,43,1333,0.1329,136908,0.04902,4-birds,bird_high,296.0,2026-06-12T20:01:48
556,527.9,703.2,520.3,7150.0,42,1423,0.1239,138331,0.04784,4-birds,bird_high,295.0,2026-06-12T20:01:53
557,242.3,703.2,520.3,7150.0,18,721,0.1193,139052,0.04982,4-birds,cactus_large,285.0,2026-06-12T20:01:56
558,644.1,703.2,520.3,7150.0,50,1678,0.1087,140730,0.04954,4-birds,bird_mid,301.0,2026-06-12T20:02:01
559,250.1,703.2,520.3,7150.0,21,742,0.104,141472,0.04959,4-birds,cactus_small,310.0,2026-06-12T20:02:04
560,376.6,703.2,520.3,7150.0,29,1066,0.0973,142538,0.04852,4-birds,cactus_small,301.0,2026-06-12T20:02:07
561,279.6,703.2,520.3,7150.0,22,820,0.0921,143358,0.04609,4-birds,cactus_large,305.0,2026-06-12T20:02:10
562,485.7,703.2,520.3,7150.0,40,1326,0.0837,144684,0.04693,4-birds,bird_high,295.0,2026-06-12T20:02:14
563,477.5,703.2,520.3,7150.0,40,1307,0.0754,145991,0.04632,4-birds,bird_high,305.0,2026-06-12T20:02:19
564,644.1,703.2,520.3,7150.0,49,1678,0.0648,147669,0.04531,4-birds,bird_high,288.0,2026-06-12T20:02:24
565,41.4,703.2,520.3,7150.0,0,135,0.0639,147804,0.04249,4-birds,cactus_large,299.0,2026-06-12T20:02:25
566,535.2,703.2,520.3,7150.0,44,1439,0.0548,149243,0.04374,4-birds,bird_high,304.0,2026-06-12T20:02:30
567,379.6,703.2,520.3,7150.0,32,1074,0.05,150317,0.04574,4-birds,cactus_large,307.0,2026-06-12T20:02:33
568,935.2,935.2,520.3,7150.0,72,2264,0.05,152581,0.04521,4-birds,bird_mid,307.0,2026-06-12T20:02:40
569,567.9,935.2,520.3,7150.0,45,1512,0.05,154093,0.04559,4-birds,bird_high,307.0,2026-06-12T20:02:45
570,167.7,935.2,520.3,7150.0,14,515,0.05,154608,0.04492,4-birds,cactus_small,305.0,2026-06-12T20:02:47
571,700.5,935.2,520.3,7150.0,55,1797,0.05,156405,0.04406,4-birds,bird_high,306.0,2026-06-12T20:02:53
572,121.4,935.2,520.3,7150.0,8,381,0.05,156786,0.04379,4-birds,cactus_small,306.0,2026-06-12T20:02:54
573,578.7,935.2,520.3,7150.0,50,1536,0.05,158322,0.04322,4-birds,bird_high,305.0,2026-06-12T20:02:59
574,481.4,935.2,520.3,7150.0,41,1316,0.05,159638,0.04443,4-birds,cactus_large,304.0,2026-06-12T20:03:04
575,632.5,935.2,520.3,7150.0,54,1653,0.05,161291,0.04229,4-birds,bird_high,306.0,2026-06-12T20:03:09
576,109.8,935.2,520.3,7150.0,8,346,0.05,161637,0.04103,4-birds,cactus_large,307.0,2026-06-12T20:03:10
577,469.5,935.2,520.3,7150.0,39,1289,0.05,162926,0.04095,4-birds,bird_high,293.0,2026-06-12T20:03:15
578,92.5,935.2,520.3,7150.0,7,294,0.05,163220,0.04111,4-birds,cactus_small,312.0,2026-06-12T20:03:15
579,469.5,935.2,520.3,7150.0,41,1289,0.05,164509,0.04259,4-birds,bird_high,286.0,2026-06-12T20:03:20
580,244.3,935.2,520.3,7150.0,21,727,0.05,165236,0.0409,4-birds,cactus_small,290.0,2026-06-12T20:03:22
581,569.0,935.2,520.3,7150.0,47,1515,0.05,166751,0.04147,4-birds,bird_high,293.0,2026-06-12T20:03:28
582,503.5,935.2,520.3,7150.0,39,1367,0.05,168118,0.04149,4-birds,bird_high,305.0,2026-06-12T20:03:32
583,634.3,935.2,520.3,7150.0,50,1657,0.05,169775,0.03882,4-birds,bird_high,277.0,2026-06-12T20:03:38
584,722.2,935.2,520.3,7150.0,58,1842,0.05,171617,0.03948,4-birds,cactus_large,284.0,2026-06-12T20:03:45
585,48.6,935.2,520.3,7150.0,1,158,0.05,171775,0.03693,4-birds,cactus_small,308.0,2026-06-12T20:03:45
586,553.3,935.2,520.3,7150.0,44,1480,0.05,173255,0.03891,4-birds,bird_high,298.0,2026-06-12T20:03:50
587,562.9,935.2,520.3,7150.0,45,1501,0.05,174756,0.03869,4-birds,bird_high,284.0,2026-06-12T20:03:55
588,494.8,935.2,520.3,7150.0,41,1347,0.05,176103,0.03824,4-birds,bird_high,294.0,2026-06-12T20:04:00
589,602.0,935.2,520.3,7150.0,49,1587,0.05,177690,0.0382,4-birds,bird_high,308.0,2026-06-12T20:04:05
590,300.0,935.2,520.3,7150.0,26,873,0.05,178563,0.03735,4-birds,cactus_large,310.0,2026-06-12T20:04:08
591,124.9,935.2,520.3,7150.0,8,391,0.05,178954,0.03714,4-birds,cactus_small,305.0,2026-06-12T20:04:09
592,980.3,980.3,520.3,7150.0,78,2349,0.05,181303,0.03696,4-birds,bird_mid,314.0,2026-06-12T20:04:17
593,995.8,995.8,520.3,7150.0,80,2378,0.05,183681,0.0374,4-birds,bird_mid,304.0,2026-06-12T20:04:25
594,1070.1,1070.1,520.3,7150.0,81,2514,0.05,186195,0.03737,4-birds,cactus_large,302.0,2026-06-12T20:04:33
595,502.4,1070.1,520.3,7150.0,39,1365,0.05,187560,0.03604,4-birds,bird_mid,301.0,2026-06-12T20:04:37
596,478.3,1070.1,520.3,7150.0,42,1309,0.05,188869,0.03742,4-birds,bird_mid,301.0,2026-06-12T20:04:42
597,510.5,1070.1,520.3,7150.0,46,1383,0.05,190252,0.03637,4-birds,bird_mid,313.0,2026-06-12T20:04:46
598,315.0,1070.1,520.3,7150.0,24,912,0.05,191164,0.03537,4-birds,cactus_large,300.0,2026-06-12T20:04:49
599,126.0,1070.1,534.7,7150.0,9,394,0.05,191558,0.03372,4-birds,cactus_large,148.0,2026-06-12T20:04:52
600,192.6,1070.1,534.7,7150.0,18,585,0.05,192143,0.03523,4-birds,cactus_small,279.0,2026-06-12T20:04:54
601,474.0,1070.1,534.7,7150.0,37,1299,0.05,193442,0.03572,4-birds,bird_mid,284.0,2026-06-12T20:04:58
602,483.3,1070.1,534.7,7150.0,40,1321,0.05,194763,0.03552,4-birds,bird_low,280.0,2026-06-12T20:05:03
603,649.1,1070.1,534.7,7150.0,51,1689,0.05,196452,0.0356,4-birds,bird_low,275.0,2026-06-12T20:05:09
604,552.4,1070.1,534.7,7150.0,43,1478,0.05,197930,0.03467,4-birds,cactus_small,292.0,2026-06-12T20:05:14
605,490.4,1070.1,534.7,7150.0,38,1337,0.05,199267,0.03371,4-birds,bird_mid,295.0,2026-06-12T20:05:19
606,566.1,1070.1,534.7,7150.0,45,1508,0.05,200000,0.03353,4-birds,bird_low,300.0,2026-06-12T20:05:24
607,556.6,1070.1,534.7,7150.0,44,1487,0.05,200000,0.03451,4-birds,cactus_large,303.0,2026-06-12T20:05:29
608,217.2,1070.1,534.7,7150.0,16,653,0.05,200000,0.03501,4-birds,cactus_large,301.0,2026-06-12T20:05:31
609,579.2,1070.1,534.7,7150.0,47,1537,0.05,200000,0.03464,4-birds,bird_high,303.0,2026-06-12T20:05:36
610,643.9,1070.1,534.7,7150.0,51,1678,0.05,200000,0.03335,4-birds,bird_mid,306.0,2026-06-12T20:05:42
611,604.5,1070.1,534.7,7150.0,48,1593,0.05,200000,0.03374,4-birds,bird_mid,305.0,2026-06-12T20:05:47
612,487.4,1070.1,534.7,7150.0,36,1330,0.05,200000,0.03121,4-birds,cactus_large,285.0,2026-06-12T20:05:52
613,481.6,1070.1,534.7,7150.0,41,1317,0.05,200000,0.03231,4-birds,bird_mid,281.0,2026-06-12T20:05:56
614,146.5,1070.1,534.7,7150.0,12,454,0.05,200000,0.03197,4-birds,cactus_small,293.0,2026-06-12T20:05:58
615,559.5,1070.1,534.7,7150.0,46,1494,0.05,200000,0.03239,4-birds,bird_mid,278.0,2026-06-12T20:06:03
616,349.0,1070.1,534.7,7150.0,28,998,0.05,200000,0.0309,4-birds,cactus_large,282.0,2026-06-12T20:06:07
617,581.2,1070.1,534.7,7150.0,48,1542,0.05,200000,0.031,4-birds,cactus_small,290.0,2026-06-12T20:06:12
618,702.7,1070.1,534.7,7150.0,54,1802,0.05,200000,0.03139,4-birds,cactus_small,290.0,2026-06-12T20:06:18
619,442.1,1070.1,534.7,7150.0,35,1224,0.05,200000,0.02978,4-birds,cactus_large,278.0,2026-06-12T20:06:23
620,576.2,1070.1,534.7,7150.0,47,1531,0.05,200000,0.02967,4-birds,cactus_large,290.0,2026-06-12T20:06:28
621,790.5,1070.1,534.7,7150.0,63,1981,0.05,200000,0.02995,4-birds,bird_mid,295.0,2026-06-12T20:06:35
622,125.3,1070.1,534.7,7150.0,9,392,0.05,200000,0.02891,4-birds,cactus_large,277.0,2026-06-12T20:06:36
623,1326.9,1326.9,534.7,7150.0,96,2962,0.05,200000,0.02894,4-birds,bird_mid,307.0,2026-06-12T20:06:46
624,751.4,1326.9,534.7,7150.0,62,1902,0.05,200000,0.02825,4-birds,cactus_large,305.0,2026-06-12T20:06:52
625,702.4,1326.9,534.7,7150.0,55,1801,0.05,200000,0.02703,4-birds,bird_mid,312.0,2026-06-12T20:06:58
626,403.2,1326.9,534.7,7150.0,33,1131,0.05,200000,0.02734,4-birds,cactus_small,294.0,2026-06-12T20:07:02
627,688.6,1326.9,534.7,7150.0,55,1772,0.05,200000,0.02669,4-birds,bird_mid,302.0,2026-06-12T20:07:07
628,551.2,1326.9,534.7,7150.0,44,1475,0.05,200000,0.02684,4-birds,bird_high,321.0,2026-06-12T20:07:12
629,69.7,1326.9,534.7,7150.0,3,224,0.05,200000,0.02447,4-birds,cactus_small,289.0,2026-06-12T20:07:13
630,522.1,1326.9,534.7,7150.0,40,1410,0.05,200000,0.026,4-birds,cactus_large,310.0,2026-06-12T20:07:17
631,583.7,1326.9,534.7,7150.0,46,1547,0.05,200000,0.02568,4-birds,cactus_small,303.0,2026-06-12T20:07:22
632,1160.8,1326.9,534.7,7150.0,92,2676,0.05,200000,0.02507,4-birds,cactus_small,292.0,2026-06-12T20:07:32
633,508.7,1326.9,534.7,7150.0,46,1379,0.05,200000,0.02485,4-birds,cactus_large,297.0,2026-06-12T20:07:36
634,894.9,1326.9,534.7,7150.0,65,2187,0.05,200000,0.02423,4-birds,bird_low,295.0,2026-06-12T20:07:44
635,847.6,1326.9,534.7,7150.0,62,2095,0.05,200000,0.02402,4-birds,bird_low,298.0,2026-06-12T20:07:51
636,1563.2,1563.2,534.7,7150.0,112,3346,0.05,200000,0.02249,4-birds,bird_low,304.0,2026-06-12T20:08:02
637,607.0,1563.2,534.7,7150.0,51,1598,0.05,200000,0.02244,4-birds,bird_high,301.0,2026-06-12T20:08:07
638,654.0,1563.2,534.7,7150.0,51,1699,0.05,200000,0.02258,4-birds,bird_high,311.0,2026-06-12T20:08:12
639,757.6,1563.2,534.7,7150.0,61,1915,0.05,200000,0.02239,4-birds,bird_low,306.0,2026-06-12T20:08:19
640,218.5,1563.2,534.7,7150.0,19,657,0.05,200000,0.02144,4-birds,cactus_large,304.0,2026-06-12T20:08:21
641,440.0,1563.2,534.7,7150.0,37,1219,0.05,200000,0.0212,4-birds,cactus_large,297.0,2026-06-12T20:08:25
642,571.9,1563.2,534.7,7150.0,48,1521,0.05,200000,0.02128,4-birds,bird_mid,298.0,2026-06-12T20:08:30
643,568.8,1563.2,534.7,7150.0,46,1514,0.05,200000,0.02092,4-birds,cactus_small,288.0,2026-06-12T20:08:35
644,583.5,1563.2,534.7,7150.0,45,1547,0.05,200000,0.02111,4-birds,bird_mid,303.0,2026-06-12T20:08:40
645,641.3,1563.2,534.7,7150.0,53,1672,0.05,200000,0.01977,4-birds,bird_high,302.0,2026-06-12T20:08:46
646,676.7,1563.2,534.7,7150.0,55,1747,0.05,200000,0.02065,4-birds,cactus_large,305.0,2026-06-12T20:08:52
647,94.7,1563.2,534.7,7150.0,6,301,0.05,200000,0.01993,4-birds,cactus_small,300.0,2026-06-12T20:08:53
648,585.5,1563.2,534.7,7150.0,51,1551,0.05,200000,0.0194,4-birds,bird_high,298.0,2026-06-12T20:08:58
649,84.8,1563.2,942.6,7150.0,6,271,0.05,200000,0.01804,4-birds,cactus_small,93.0,2026-06-12T20:09:01
650,530.8,1563.2,942.6,7150.0,45,1429,0.05,200000,0.0184,4-birds,cactus_large,308.0,2026-06-12T20:09:05
651,745.1,1563.2,942.6,7150.0,58,1889,0.05,200000,0.01859,4-birds,bird_high,318.0,2026-06-12T20:09:11
652,481.6,1563.2,942.6,7150.0,41,1317,0.05,200000,0.01774,4-birds,cactus_small,317.0,2026-06-12T20:09:16
653,721.0,1563.2,942.6,7150.0,59,1840,0.05,200000,0.01767,4-birds,bird_high,308.0,2026-06-12T20:09:22
654,427.4,1563.2,942.6,7150.0,34,1189,0.05,200000,0.01832,4-birds,cactus_large,310.0,2026-06-12T20:09:25
655,451.2,1563.2,942.6,7150.0,35,1246,0.05,200000,0.0171,4-birds,cactus_small,328.0,2026-06-12T20:09:29
656,1250.2,1563.2,942.6,7150.0,93,2832,0.05,200000,0.01711,4-birds,cactus_large,306.0,2026-06-12T20:09:38
657,615.6,1563.2,942.6,7150.0,50,1617,0.05,200000,0.01684,4-birds,cactus_large,322.0,2026-06-12T20:09:43
658,148.7,1563.2,942.6,7150.0,11,461,0.05,200000,0.01645,4-birds,cactus_large,331.0,2026-06-12T20:09:45
659,960.0,1563.2,942.6,7150.0,71,2311,0.05,200000,0.01642,4-birds,bird_mid,331.0,2026-06-12T20:09:52
660,48.2,1563.2,942.6,7150.0,1,157,0.05,200000,0.0153,4-birds,cactus_large,329.0,2026-06-12T20:09:52
661,228.9,1563.2,942.6,7150.0,22,685,0.05,200000,0.0157,4-birds,cactus_large,320.0,2026-06-12T20:09:54
662,722.2,1563.2,942.6,7150.0,54,1842,0.05,200000,0.01674,4-birds,bird_high,305.0,2026-06-12T20:10:00
663,716.6,1563.2,942.6,7150.0,58,1831,0.05,200000,0.01616,4-birds,bird_mid,301.0,2026-06-12T20:10:07
