episode,score,best,eval_avg,eval_best,cleared,steps,epsilon,buffer,loss,phase,death_cause,sps,timestamp
664,277.1,1563.2,942.6,7150.0,21,814,0.05,200000,0.01625,4-birds,cactus_large,298.0,2026-06-12T20:10:09
665,64.7,1563.2,942.6,7150.0,3,209,0.05,200000,0.0127,4-birds,cactus_large,303.0,2026-06-12T20:10:10
666,498.0,1563.2,942.6,7150.0,41,1355,0.05,200000,0.01509,4-birds,bird_mid,310.0,2026-06-12T20:10:14
667,630.9,1563.2,942.6,7150.0,48,1650,0.05,200000,0.01572,4-birds,bird_mid,300.0,2026-06-12T20:10:20
668,728.7,1563.2,942.6,7150.0,56,1856,0.05,200000,0.01478,4-birds,bird_mid,302.0,2026-06-12T20:10:26
669,1016.3,1563.2,942.6,7150.0,73,2416,0.05,200000,0.01443,4-birds,bird_mid,299.0,2026-06-12T20:10:34
670,50.4,1563.2,942.6,7150.0,1,164,0.05,200000,0.01309,4-birds,cactus_small,301.0,2026-06-12T20:10:35
671,482.0,1563.2,942.6,7150.0,37,1318,0.05,200000,0.01401,4-birds,cactus_large,299.0,2026-06-12T20:10:39
672,705.1,1563.2,942.6,7150.0,54,1807,0.05,200000,0.01406,4-birds,bird_low,307.0,2026-06-12T20:10:45
673,658.0,1563.2,942.6,7150.0,50,1708,0.05,200000,0.01391,4-birds,cactus_small,305.0,2026-06-12T20:10:51
674,1916.2,1916.2,942.6,7150.0,138,3891,0.05,200000,0.01352,4-birds,cactus_small,298.0,2026-06-12T20:11:04
675,193.0,1916.2,942.6,7150.0,15,586,0.05,200000,0.01256,4-birds,cactus_large,304.0,2026-06-12T20:11:06
676,751.9,1916.2,942.6,7150.0,59,1903,0.05,200000,0.01318,4-birds,cactus_large,304.0,2026-06-12T20:11:12
677,486.5,1916.2,942.6,7150.0,41,1328,0.05,200000,0.01264,4-birds,cactus_large,307.0,2026-06-12T20:11:16
678,324.2,1916.2,942.6,7150.0,27,935,0.05,200000,0.01299,4-birds,cactus_large,291.0,2026-06-12T20:11:19
679,758.1,1916.2,942.6,7150.0,58,1916,0.05,200000,0.01217,4-birds,bird_mid,303.0,2026-06-12T20:11:26
680,636.7,1916.2,942.6,7150.0,51,1662,0.05,200000,0.01272,4-birds,bird_low,314.0,2026-06-12T20:11:31
681,696.4,1916.2,942.6,7150.0,55,1789,0.05,200000,0.01214,4-birds,cactus_small,301.0,2026-06-12T20:11:37
682,306.2,1916.2,942.6,7150.0,26,889,0.05,200000,0.01244,4-birds,cactus_large,309.0,2026-06-12T20:11:40
683,593.7,1916.2,942.6,7150.0,46,1569,0.05,200000,0.01231,4-birds,cactus_large,307.0,2026-06-12T20:11:45
684,799.0,1916.2,942.6,7150.0,56,1998,0.05,200000,0.0122,4-birds,bird_high,304.0,2026-06-12T20:11:51
685,539.2,1916.2,942.6,7150.0,42,1448,0.05,200000,0.01295,4-birds,cactus_large,305.0,2026-06-12T20:11:56
686,1352.6,1916.2,942.6,7150.0,106,3005,0.05,200000,0.01212,4-birds,bird_mid,305.0,2026-06-12T20:12:06
687,743.1,1916.2,942.6,7150.0,56,1885,0.05,200000,0.01237,4-birds,cactus_large,304.0,2026-06-12T20:12:12
688,699.1,1916.2,942.6,7150.0,53,1794,0.05,200000,0.01192,4-birds,cactus_small,306.0,2026-06-12T20:12:18
689,534.5,1916.2,942.6,7150.0,44,1438,0.05,200000,0.01157,4-birds,cactus_large,301.0,2026-06-12T20:12:23
690,3562.7,3562.7,942.6,7150.0,246,6424,0.05,200000,0.01115,4-birds,cactus_large,299.0,2026-06-12T20:12:44
691,324.6,3562.7,942.6,7150.0,26,936,0.05,200000,0.01167,4-birds,cactus_small,300.0,2026-06-12T20:12:47
692,596.3,3562.7,942.6,7150.0,48,1575,0.05,200000,0.01127,4-birds,cactus_large,307.0,2026-06-12T20:12:53
693,459.1,3562.7,942.6,7150.0,41,1264,0.05,200000,0.01106,4-birds,cactus_small,301.0,2026-06-12T20:12:57
694,605.0,3562.7,942.6,7150.0,48,1594,0.05,200000,0.01198,4-birds,bird_high,304.0,2026-06-12T20:13:02
695,667.7,3562.7,942.6,7150.0,52,1728,0.05,200000,0.01117,4-birds,cactus_large,313.0,2026-06-12T20:13:08
696,1046.8,3562.7,942.6,7150.0,78,2472,0.05,200000,0.01133,4-birds,bird_mid,305.0,2026-06-12T20:13:16
697,326.2,3562.7,942.6,7150.0,26,940,0.05,200000,0.01038,4-birds,cactus_large,303.0,2026-06-12T20:13:19
698,41.7,3562.7,942.6,7150.0,0,136,0.05,200000,0.0094,4-birds,cactus_small,309.0,2026-06-12T20:13:19
699,554.6,3562.7,11087.4,11087.4,43,1483,0.25,200000,0.01138,done,cactus_large,68.0,2026-06-12T20:13:41
700,54.8,3562.7,11087.4,11087.4,1,178,0.25,200000,0.01151,done,cactus_large,313.0,2026-06-12T20:13:42
701,138.6,3562.7,11087.4,11087.4,10,431,0.25,200000,0.01,done,cactus_large,319.0,2026-06-12T20:13:43
702,146.1,3562.7,11087.4,11087.4,13,453,0.25,200000,0.00951,done,cactus_small,300.0,2026-06-12T20:13:45
703,547.7,3562.7,11087.4,11087.4,41,1467,0.25,200000,0.01108,done,cactus_large,321.0,2026-06-12T20:13:49
704,40.5,3562.7,11087.4,11087.4,0,132,0.25,200000,0.00939,done,cactus_small,323.0,2026-06-12T20:13:50
705,41.4,3562.7,11087.4,11087.4,0,135,0.25,200000,0.01072,done,cactus_large,295.0,2026-06-12T20:13:50
706,81.4,3562.7,11087.4,11087.4,6,260,0.25,200000,0.011,done,cactus_large,306.0,2026-06-12T20:13:51
707,57.4,3562.7,11087.4,11087.4,2,186,0.25,200000,0.01115,done,cactus_small,324.0,2026-06-12T20:13:52
708,105.8,3562.7,11087.4,11087.4,7,334,0.25,200000,0.01126,done,cactus_small,322.0,2026-06-12T20:13:53
709,285.7,3562.7,11087.4,11087.4,24,836,0.25,200000,0.01072,done,cactus_large,310.0,2026-06-12T20:13:55
710,359.2,3562.7,11087.4,11087.4,30,1023,0.25,200000,0.01048,done,cactus_large,315.0,2026-06-12T20:13:58
711,75.2,3562.7,11087.4,11087.4,4,241,0.25,200000,0.00964,done,cactus_small,315.0,2026-06-12T20:13:59
712,138.7,3562.7,11087.4,11087.4,11,432,0.25,200000,0.01088,done,cactus_small,304.0,2026-06-12T20:14:01
713,212.5,3562.7,11087.4,11087.4,19,640,0.25,200000,0.0096,done,cactus_small,311.0,2026-06-12T20:14:03
714,95.0,3562.7,11087.4,11087.4,6,302,0.25,200000,0.01156,done,cactus_large,314.0,2026-06-12T20:14:04
715,270.1,3562.7,11087.4,11087.4,23,795,0.25,200000,0.01019,done,cactus_small,305.0,2026-06-12T20:14:06
716,87.3,3562.7,11087.4,11087.4,4,278,0.25,200000,0.01338,done,cactus_small,305.0,2026-06-12T20:14:07
717,180.1,3562.7,11087.4,11087.4,16,550,0.25,200000,0.01117,done,cactus_large,300.0,2026-06-12T20:14:09
718,127.3,3562.7,11087.4,11087.4,9,398,0.25,200000,0.01174,done,cactus_large,298.0,2026-06-12T20:14:10
719,41.9,3562.7,11087.4,11087.4,0,137,0.25,200000,0.00997,done,cactus_small,309.0,2026-06-12T20:14:11
720,149.4,3562.7,11087.4,11087.4,14,463,0.25,200000,0.0103,done,cactus_small,313.0,2026-06-12T20:14:12
721,91.9,3562.7,11087.4,11087.4,6,292,0.25,200000,0.0111,done,cactus_large,314.0,2026-06-12T20:14:13
722,60.6,3562.7,11087.4,11087.4,2,196,0.25,200000,0.01078,done,cactus_large,297.0,2026-06-12T20:14:14
723,715.7,3562.7,11087.4,11087.4,57,1829,0.25,200000,0.01134,done,bird_high,302.0,2026-06-12T20:14:20
724,671.0,3562.7,11087.4,11087.4,51,1735,0.25,200000,0.01124,done,bird_high,303.0,2026-06-12T20:14:26
725,353.0,3562.7,11087.4,11087.4,29,1008,0.25,200000,0.01147,done,cactus_large,315.0,2026-06-12T20:14:29
726,158.8,3562.7,11087.4,11087.4,11,490,0.25,200000,0.01206,done,cactus_large,303.0,2026-06-12T20:14:31
727,41.6,3562.7,11087.4,11087.4,0,136,0.25,200000,0.00998,done,cactus_large,314.0,2026-06-12T20:14:31
728,82.8,3562.7,11087.4,11087.4,5,265,0.25,200000,0.01175,done,cactus_large,270.0,2026-06-12T20:14:32
729,41.3,3562.7,11087.4,11087.4,0,135,0.25,200000,0.01162,done,cactus_large,318.0,2026-06-12T20:14:32
730,49.6,3562.7,11087.4,11087.4,1,161,0.25,200000,0.01162,done,cactus_large,315.0,2026-06-12T20:14:33
731,50.2,3562.7,11087.4,11087.4,1,163,0.25,200000,0.01143,done,cactus_large,318.0,2026-06-12T20:14:33
732,69.4,3562.7,11087.4,11087.4,3,223,0.25,200000,0.01208,done,cactus_large,310.0,2026-06-12T20:14:34
733,178.7,3562.7,11087.4,11087.4,14,546,0.25,200000,0.01155,done,cactus_large,312.0,2026-06-12T20:14:36
734,41.4,3562.7,11087.4,11087.4,0,135,0.25,200000,0.01138,done,cactus_small,315.0,2026-06-12T20:14:36
735,41.3,3562.7,11087.4,11087.4,0,135,0.25,200000,0.01115,done,cactus_large,306.0,2026-06-12T20:14:37
736,340.2,3562.7,11087.4,11087.4,29,976,0.25,200000,0.01267,done,cactus_large,292.0,2026-06-12T20:14:40
737,50.2,3562.7,11087.4,11087.4,1,163,0.25,200000,0.01218,done,cactus_small,296.0,2026-06-12T20:14:41
738,367.1,3562.7,11087.4,11087.4,30,1043,0.25,200000,0.01258,done,cactus_large,306.0,2026-06-12T20:14:44
739,88.9,3562.7,11087.4,11087.4,6,283,0.25,200000,0.01114,done,cactus_small,307.0,2026-06-12T20:14:45
740,2542.2,3562.7,11087.4,11087.4,177,4854,0.05,200000,0.0116,done,cactus_small,292.0,2026-06-12T20:15:02
741,1189.6,3562.7,11087.4,11087.4,87,2727,0.05,200000,0.0117,done,bird_low,307.0,2026-06-12T20:15:10
742,748.5,3562.7,11087.4,11087.4,57,1896,0.05,200000,0.01136,done,cactus_large,308.0,2026-06-12T20:15:17
743,538.3,3562.7,11087.4,11087.4,44,1446,0.05,200000,0.01138,done,cactus_large,310.0,2026-06-12T20:15:21
744,155.9,3562.7,11087.4,11087.4,12,481,0.05,200000,0.01113,done,cactus_small,308.0,2026-06-12T20:15:23
745,162.1,3562.7,11087.4,11087.4,13,499,0.05,200000,0.01221,done,cactus_small,305.0,2026-06-12T20:15:24
746,591.0,3562.7,11087.4,11087.4,48,1563,0.05,200000,0.01162,done,bird_high,302.0,2026-06-12T20:15:30
747,1241.8,3562.7,11087.4,11087.4,89,2817,0.05,200000,0.01158,done,bird_mid,306.0,2026-06-12T20:15:39
748,1157.7,3562.7,11087.4,11087.4,85,2671,0.05,200000,0.01158,done,cactus_large,299.0,2026-06-12T20:15:48
749,934.1,3562.7,11087.4,11087.4,69,2262,0.05,200000,0.01192,done,bird_low,92.0,2026-06-12T20:16:12
750,1663.1,3562.7,11087.4,11087.4,117,3501,0.05,200000,0.01166,done,cactus_large,286.0,2026-06-12T20:16:25
751,973.6,3562.7,11087.4,11087.4,73,2336,0.05,200000,0.01194,done,cactus_large,298.0,2026-06-12T20:16:32
752,281.9,3562.7,11087.4,11087.4,21,826,0.05,200000,0.01125,done,cactus_large,283.0,2026-06-12T20:16:35
753,1098.1,3562.7,11087.4,11087.4,81,2565,0.05,200000,0.01186,done,cactus_small,306.0,2026-06-12T20:16:44
754,1913.3,3562.7,11087.4,11087.4,133,3886,0.05,200000,0.01174,done,bird_low,294.0,2026-06-12T20:16:57
755,1095.6,3562.7,11087.4,11087.4,82,2560,0.05,200000,0.01251,done,bird_low,306.0,2026-06-12T20:17:05
756,140.0,3562.7,11087.4,11087.4,11,435,0.05,200000,0.0119,done,cactus_large,300.0,2026-06-12T20:17:07
757,2032.9,3562.7,11087.4,11087.4,141,4070,0.05,200000,0.01171,done,cactus_large,304.0,2026-06-12T20:17:20
758,1081.7,3562.7,11087.4,11087.4,80,2535,0.05,200000,0.01161,done,bird_high,308.0,2026-06-12T20:17:28
759,564.7,3562.7,11087.4,11087.4,41,1505,0.05,200000,0.01125,done,cactus_small,301.0,2026-06-12T20:17:33
760,1349.9,3562.7,11087.4,11087.4,97,3000,0.05,200000,0.01134,done,cactus_large,296.0,2026-06-12T20:17:43
761,489.8,3562.7,11087.4,11087.4,40,1336,0.05,200000,0.01153,done,bird_high,305.0,2026-06-12T20:17:48
762,1561.9,3562.7,11087.4,11087.4,108,3344,0.05,200000,0.01121,done,bird_high,303.0,2026-06-12T20:17:59
763,1218.0,3562.7,11087.4,11087.4,90,2776,0.05,200000,0.01145,done,cactus_large,300.0,2026-06-12T20:18:08
764,852.0,3562.7,11087.4,11087.4,66,2103,0.05,200000,0.01131,done,cactus_large,296.0,2026-06-12T20:18:15
765,132.6,3562.7,11087.4,11087.4,12,414,0.05,200000,0.0112,done,cactus_small,292.0,2026-06-12T20:18:17
766,472.3,3562.7,11087.4,11087.4,35,1295,0.05,200000,0.01147,done,bird_mid,288.0,2026-06-12T20:18:21
767,1398.9,3562.7,11087.4,11087.4,102,3081,0.05,200000,0.01147,done,cactus_large,298.0,2026-06-12T20:18:31
768,1348.7,3562.7,11087.4,11087.4,98,2998,0.05,200000,0.01089,done,bird_high,294.0,2026-06-12T20:18:42
769,366.9,3562.7,11087.4,11087.4,28,1042,0.05,200000,0.01174,done,cactus_small,295.0,2026-06-12T20:18:45
770,1061.6,3562.7,11087.4,11087.4,78,2499,0.05,200000,0.01121,done,bird_low,296.0,2026-06-12T20:18:54
771,275.0,3562.7,11087.4,11087.4,24,808,0.05,200000,0.01218,done,cactus_large,273.0,2026-06-12T20:18:57
772,978.1,3562.7,11087.4,11087.4,71,2345,0.05,200000,0.01053,done,bird_mid,294.0,2026-06-12T20:19:05
773,169.0,3562.7,11087.4,11087.4,14,519,0.05,200000,0.0118,done,cactus_small,303.0,2026-06-12T20:19:06
774,1214.6,3562.7,11087.4,11087.4,89,2770,0.05,200000,0.01123,done,cactus_large,295.0,2026-06-12T20:19:16
775,2266.9,3562.7,11087.4,11087.4,158,4430,0.05,200000,0.01124,done,cactus_large,298.0,2026-06-12T20:19:31
776,1181.3,3562.7,11087.4,11087.4,90,2712,0.05,200000,0.01094,done,cactus_large,302.0,2026-06-12T20:19:39
777,2143.1,3562.7,11087.4,11087.4,148,4240,0.05,200000,0.01139,done,cactus_large,274.0,2026-06-12T20:19:55
778,502.6,3562.7,11087.4,11087.4,40,1365,0.05,200000,0.01037,done,bird_high,298.0,2026-06-12T20:20:00
779,1401.9,3562.7,11087.4,11087.4,107,3086,0.05,200000,0.01107,done,bird_mid,289.0,2026-06-12T20:20:10
780,2454.1,3562.7,11087.4,11087.4,171,4718,0.05,200000,0.01079,done,cactus_small,297.0,2026-06-12T20:20:26
781,2498.3,3562.7,11087.4,11087.4,172,4786,0.05,200000,0.01051,done,cactus_large,298.0,2026-06-12T20:20:42
782,561.6,3562.7,11087.4,11087.4,44,1498,0.05,200000,0.01062,done,bird_high,307.0,2026-06-12T20:20:47
783,2326.1,3562.7,11087.4,11087.4,160,4521,0.05,200000,0.01091,done,bird_mid,293.0,2026-06-12T20:21:02
784,2812.3,3562.7,11087.4,11087.4,196,5269,0.05,200000,0.01016,done,cactus_small,299.0,2026-06-12T20:21:20
785,529.0,3562.7,11087.4,11087.4,41,1425,0.05,200000,0.01017,done,bird_high,303.0,2026-06-12T20:21:25
786,2320.9,3562.7,11087.4,11087.4,160,4513,0.05,200000,0.01028,done,cactus_large,301.0,2026-06-12T20:21:40
787,514.4,3562.7,11087.4,11087.4,41,1392,0.05,200000,0.01027,done,bird_high,282.0,2026-06-12T20:21:45
788,40.5,3562.7,11087.4,11087.4,0,132,0.05,200000,0.0083,done,cactus_small,308.0,2026-06-12T20:21:45
789,3108.0,3562.7,11087.4,11087.4,212,5724,0.05,200000,0.00968,done,cactus_large,294.0,2026-06-12T20:22:05
790,851.7,3562.7,11087.4,11087.4,64,2103,0.05,200000,0.0106,done,cactus_large,190.0,2026-06-12T20:22:16
791,2862.6,3562.7,11087.4,11087.4,198,5347,0.05,200000,0.0097,done,bird_high,212.0,2026-06-12T20:22:41
792,1616.8,3562.7,11087.4,11087.4,112,3430,0.05,200000,0.00961,done,bird_high,205.0,2026-06-12T20:22:58
793,1261.3,3562.7,11087.4,11087.4,94,2851,0.05,200000,0.00991,done,cactus_small,192.0,2026-06-12T20:23:12
794,657.0,3562.7,11087.4,11087.4,49,1706,0.05,200000,0.00958,done,cactus_small,197.0,2026-06-12T20:23:21
795,341.6,3562.7,11087.4,11087.4,28,979,0.05,200000,0.00934,done,cactus_small,199.0,2026-06-12T20:23:26
796,1511.2,3562.7,11087.4,11087.4,108,3263,0.05,200000,0.00988,done,cactus_large,181.0,2026-06-12T20:23:44
797,204.8,3562.7,11087.4,11087.4,19,619,0.05,200000,0.01034,done,cactus_small,191.0,2026-06-12T20:23:47
798,2797.6,3562.7,11087.4,11087.4,193,5247,0.05,200000,0.00974,done,bird_mid,193.0,2026-06-12T20:24:14
799,5389.8,5389.8,11087.4,11087.4,356,9235,0.05,200000,0.00967,done,bird_high,168.0,2026-06-12T20:25:09
800,4339.1,5389.8,11087.4,11087.4,290,7618,0.05,200000,0.00961,done,bird_high,202.0,2026-06-12T20:25:47
801,3961.5,5389.8,11087.4,11087.4,268,7037,0.05,200000,0.009,done,cactus_large,211.0,2026-06-12T20:26:20
802,155.3,5389.8,11087.4,11087.4,12,480,0.05,200000,0.00889,done,cactus_small,271.0,2026-06-12T20:26:22
803,183.5,5389.8,11087.4,11087.4,17,560,0.05,200000,0.00937,done,cactus_large,272.0,2026-06-12T20:26:24
804,1506.8,5389.8,11087.4,11087.4,103,3256,0.05,200000,0.00918,done,cactus_large,284.0,2026-06-12T20:26:36
805,1660.1,5389.8,11087.4,11087.4,119,3497,0.05,200000,0.00896,done,bird_low,295.0,2026-06-12T20:26:48
806,3528.6,5389.8,11087.4,11087.4,236,6371,0.05,200000,0.00829,done,cactus_large,303.0,2026-06-12T20:27:09
807,1547.4,5389.8,11087.4,11087.4,109,3321,0.05,200000,0.00803,done,cactus_large,307.0,2026-06-12T20:27:19
808,1866.8,5389.8,11087.4,11087.4,130,3815,0.05,200000,0.00803,done,cactus_large,308.0,2026-06-12T20:27:32
809,4564.0,5389.8,11087.4,11087.4,312,7964,0.05,200000,0.00697,done,cactus_large,305.0,2026-06-12T20:27:58
810,332.1,5389.8,11087.4,11087.4,27,955,0.05,200000,0.0068,done,cactus_small,300.0,2026-06-12T20:28:01
811,1139.6,5389.8,11087.4,11087.4,87,2639,0.05,200000,0.00721,done,bird_mid,295.0,2026-06-12T20:28:10
812,1417.7,5389.8,11087.4,11087.4,103,3112,0.05,200000,0.00729,done,cactus_large,300.0,2026-06-12T20:28:20
813,132.9,5389.8,11087.4,11087.4,9,415,0.05,200000,0.00581,done,cactus_small,297.0,2026-06-12T20:28:22
814,2708.9,5389.8,11087.4,11087.4,188,5110,0.05,200000,0.00703,done,cactus_small,303.0,2026-06-12T20:28:39
815,2155.1,5389.8,11087.4,11087.4,155,4258,0.05,200000,0.00671,done,bird_low,305.0,2026-06-12T20:28:53
816,1019.3,5389.8,11087.4,11087.4,77,2421,0.05,200000,0.00697,done,cactus_small,306.0,2026-06-12T20:29:01
817,1391.6,5389.8,11087.4,11087.4,102,3069,0.05,200000,0.00693,done,cactus_large,304.0,2026-06-12T20:29:11
818,539.2,5389.8,11087.4,11087.4,45,1448,0.05,200000,0.00637,done,cactus_small,292.0,2026-06-12T20:29:16
819,507.7,5389.8,11087.4,11087.4,40,1377,0.05,200000,0.00736,done,bird_low,303.0,2026-06-12T20:29:20
820,768.2,5389.8,11087.4,11087.4,60,1936,0.05,200000,0.00665,done,bird_low,312.0,2026-06-12T20:29:26
821,277.3,5389.8,11087.4,11087.4,24,814,0.05,200000,0.00683,done,cactus_large,307.0,2026-06-12T20:29:29
822,234.5,5389.8,11087.4,11087.4,22,700,0.05,200000,0.00659,done,cactus_large,314.0,2026-06-12T20:29:31
823,1286.6,5389.8,11087.4,11087.4,100,2894,0.05,200000,0.00703,done,cactus_large,300.0,2026-06-12T20:29:41
824,3633.2,5389.8,11087.4,11087.4,242,6532,0.05,200000,0.00685,done,cactus_large,271.0,2026-06-12T20:30:05
825,121.9,5389.8,11087.4,11087.4,9,382,0.05,200000,0.00749,done,cactus_large,309.0,2026-06-12T20:30:06
826,990.2,5389.8,11087.4,11087.4,75,2367,0.05,200000,0.00689,done,cactus_small,294.0,2026-06-12T20:30:14
827,355.0,5389.8,11087.4,11087.4,31,1013,0.05,200000,0.00718,done,cactus_large,304.0,2026-06-12T20:30:18
